Station name,Station address,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Rating,Tesla,Type 2,J-1772,Tesla (Fast),CCS/SAE,CHAdeMO,Address of nearest destination charger ,Distance to the nearest destination charger (km),Energy required to nearest destination charger (kWh),Address of nearest fast charger,Distance to the nearest fast charger (km),Energy required to nearest fast charger (kWh),date
Brokenwood Wines,"401-427 McDonalds Road, Pokolbin, , Australia, NSW 2320",-32.7760644,151.2996067,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"Tamburlaine, 358 McDonalds Rd, Pokolbin NSW 2320, Australia",1.1,0.16,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",1.15,0.15,10/3/2023
Great Northern Trading Post,3718 Great North Road Laguna NSW,-32.9904803,151.1306842,Generally 07:00 till 17:00 7 days,,1,1,kW,1,0,0,0,0,0,"260 Craft Rd, Wollombi NSW 2325, Australia",13.55,3.21,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",47.3,9.56,10/3/2023
Hunter Valley Resort,"CNR Hermitage Rd and Mistletow Ln, Mistletoe Ln, Pokolbin NSW 2320, Australia",-32.7290635,151.2591116,Open 24/7,Tesla Destination,2,2,17 kW,2,0,0,0,0,0,"Corner Hermitage Rd & Mistletoe Ln, Pokolbin NSW 2320, Australia",0.28,0.06,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",8.85,1.84,10/3/2023
4 Pines @ the Farm Bistro & Taproom,"Corner Hermitage Rd & Mistletoe Ln, Pokolbin NSW 2320, Australia",-32.7290635,151.2591116,7:30am - 9pm,,1,1,22 kW,1,0,0,0,0,0,"CNR Hermitage Rd and Mistletow Ln, Mistletoe Ln, Pokolbin NSW 2320, Australia",0.28,0.09,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",9,1.84,10/3/2023
Crowne Plaza Hunter Valley,"430 Wine Country Dr, Lovedale NSW 2325, Australia",-32.7811478,151.3487977,Open 24/7,,2,3,kW,1,2,0,0,0,0,"430 Wine Country Dr, Lovedale NSW 2325, Austr, Lovedale 2325",0.04,0.02,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",5.88,1.31,10/3/2023
Wine Country Motor Inn,"5-7 Darwin Street, CESSNOCK NSW 2325",-32.8349119,151.3533302,"Open 24/7
24 Hours",Everty,4,4,kW,0,4,0,0,0,0,"5 Darwin Street, Cessnock NSW 2325",0.01,0.01,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",11.62,2.49,10/3/2023
Wine Country Motor Inn,"5 Darwin Street, Cessnock NSW 2325",-32.8349119,151.3533302,"Open 24/7
24-7",Everty,2,2,kW,0,2,0,0,0,0,"5-7 Darwin Street, CESSNOCK NSW 2325",0.01,0.01,"Hunter Valley Gardens carpark, 2090 Broke Rd, Pokolbin NSW 2320, Australia",11.6,2.48,10/3/2023
Fenwick's Marina,"31-33 Brooklyn Rd, Brooklyn NSW 2083, Australia",-33.5493918,151.2016162,Open 24/7,,1,1,kW,0,1,0,0,0,0,"1 Kangoo Rd, Somersby NSW 2250",24.75,7.53,"6 Boundary St, Berowra NSW 2081, Australia",15.45,4.58,1/1/2020
GT Tooling ,"34 Railway Rd S, Mulgrave NSW 2756, Australia",-33.628374,150.832673,Generally 9-5 but please call first,,1,1,kW,0,0,1,0,0,0,"317 Windsor Rd, Vineyard NSW 2765, Australia",2.48,0.41,"227 Railway Terrace, Schofields NSW 2762, Australia",10.02,1.96,1/1/2020
Ropes Crossing Village Shopping Centre,"8 Ropes Crossing Blvd, Ropes Crossing NSW 2760, Australia",-33.7330634,150.780143,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"22 Jirrang Cl, Mount Druitt NSW 2770, Australia (Ayres Grove Car Park)",7.3,1.38,"Second Avenue, Kingswood NSW 2747, Australia",9.57,1.93,1/1/2020
Spicers Sangoma Retreat,"70 Grandview Ln, Bowen Mountain NSW 2753, Australia",-33.5825693,150.6334308,,,1,1,11 kW,0,1,0,0,0,0,"61 Hawkesbury Valley Way, Windsor NSW 2756, Australia",20.2,2.84,"Vines Dr, Richmond NSW 2753 AU",16.25,2.01,1/1/2020
Hills Flower Market,"287 Mona Vale Rd, Terry Hills, NSW, Australia, 2084",-33.6883722,151.223681,8-5pm,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"80-82 Mona Vale Road, Mona Vale NSW 2103, Australia",8.35,1.23,"4-6 Niangala Close, Belrose NSW 2085, Australia",4.25,0.71,1/1/2020
Bells at Killcare Boutique Hotel,"107 The Scenic Rd, Killcare Heights NSW 2257, Australia",-33.5205618,151.3746149,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,"36 Maitland Bay Drive, Killcare Heights, NSW 2257",1.65,0.34,"481 Pacific Hwy, Wyoming NSW 2250, Australia",23.85,4.67,1/1/2020
Atura Blacktown,"32 Cricketers Arms Road, Prospect‎ NSW‎ 2148, Australia",-33.806416,150.9031472,,Tesla Destination,1,1,22 kW,1,0,0,0,0,0,,,,,,,1/1/2020
Crowne Plaza Hawkesbury Valley,"61 Hawkesbury Valley Way, Windsor NSW 2756, Australia",-33.6094184,150.8073593,Open 24/7,Tesla Destination,2,2,6 kW,2,0,0,0,0,0,"34 Railway Rd S, Mulgrave NSW 2756, Australia",3.65,0.7,"Vines Dr, Richmond NSW 2753 AU",7.4,1.38,1/1/2020
Visionstream,"20 Bowmans Rd, Kings Park NSW 2148, Australia",-33.7467694,150.9028037,Available between 5am and 7pm M-F only,ChargePoint,1,2,6.6 kW,0,0,2,0,0,0,"17 Patrick St, Blacktown NSW 2148, Australia",3.88,0.71,"227 Railway Terrace, Schofields NSW 2762, Australia",8.22,1.46,1/1/2020
Mount Druitt Hub,"22 Jirrang Cl, Mount Druitt NSW 2770, Australia (Ayres Grove Car Park)",-33.7679717,150.8220972,,,1,1,7 kW,0,1,0,0,0,0,"1 Station St, Rooty Hill NSW 2766, Australia",2.65,0.36,"1 Wallgrove Rd, Eastern Creek NSW 2766, Australia",10.12,2.11,23/8/2022
McDonald's Kellyville,"133 Samantha Riley Dr, Kellyville NSW 2155, Australia",-33.6995491,150.9576895,Open 24/7,Chargefox,1,2,22kW,0,2,0,0,0,0,"2 Sentry Drive, Stanhope Gardens NSW 2768, Australia",5.65,1.15,"18 Victoria Avenue, Castle Hill NSW 2154, Australia",4.82,1.08,1/1/2020
Pennant Hills Market Place,"4-10 Hillcrest Rd, Pennant Hills NSW 2120, Australia",-33.7376217,151.0709729,"Open 24/7
Limited to 2 hours Mon - Fri 0830 - 1800, Sat 0830 - 1230",Exploren,2,2,18 kW,0,2,0,0,0,0,"21 Station St, Thornleigh NSW 2120, Australia, Thornleigh 2120",1.75,0.38,200 Pennant Hills Rd Thornleigh NSW 2120,2.22,0.44,1/1/2020
Rouse Hill Town Centre - Purple Car Park,"72 Civic Way, Rouse Hill, NSW, 2155, Australia",-33.6906736,150.9258319,,"ChargePoint, Tesla Destination",2,4,6.6 - 22 kW,2,0,2,0,0,0,"158 The Ponds Blvd, The Ponds NSW 2769",2.33,0.42,"227 Railway Terrace, Schofields NSW 2762, Australia",5.62,0.99,23/8/2022
Birkenhead Point Outlet Centre,"19 Roseby St, Drummoyne NSW 2047, Australia",-33.8555291,151.1621109,,"Tesla Destination, Chargefox",5,7,22 kW,3,4,0,0,0,0,"1 Dalgal Way, Forest Lodge NSW 2037, Australia",3.8,0.68,"586A Parramatta Rd, Croydon NSW 2132, Australia",5.35,0.87,1/1/2020
Rooty Hill Station Park&Ride,"1 Station St, Rooty Hill NSW 2766, Australia",-33.7713966,150.8450843,Open 24/7,Chargefox,5,10,kW,0,10,0,0,0,0,"22 Jirrang Cl, Mount Druitt NSW 2770, Australia (Ayres Grove Car Park)",2.65,0.48,"1 Wallgrove Rd, Eastern Creek NSW 2766, Australia",8.65,1.78,10/3/2023
Watson's Bay Boutique Hotel,"1 Military Road Watsons Bay NSW 2030, Australia",-33.8428259,151.2824773,,,1,1,kW,1,0,0,0,0,0,"773 Old South Head Road, Vaucluse, NSW, 2030",2.1,0.72,"73 Belmore Road, Randwick NSW 2031, Australia",10.5,2.49,1/1/2020
Christison Park - Old South Head Rd,"773 Old South Head Road, Vaucluse, NSW, 2030",-33.8571388,151.2829092,Open 24/7,,1,2,22 kW,0,2,0,0,0,0,"1 Military Road Watsons Bay NSW 2030, Australia",2.12,0.13,"73 Belmore Road, Randwick NSW 2031, Australia",8.4,1.67,10/3/2023
Wenty Leagues,"50 Smith St, Wentworthville NSW 2145, Australia",-33.8123942,150.9629175,,,3,3,kW,0,3,0,0,0,0,Church St & Raymond Street Granville NSW 2142 Australia,5,0.94,"313 Great Western Highway South Wentworthville NSW 2145, Australia",1.42,0.2,10/3/2023
Manly Pacific Hotel,"55 N Steyne, Manly NSW 2095, Australia",-33.7955255,151.2869838,,,4,4,kW,0,4,0,0,0,0,"Stockland Balgowlah, 197-215 Condamine St, Balgowlah NSW 2093, Australia",2.33,0.57,"485 Sydney Rd, Balgowlah NSW 2093, Australia",3.2,0.81,10/3/2023
Penrith Nissan,"2140 Castlereagh Road Penrith NSW 2750, Australia",-33.7379428,150.6918074,,Chargefox,1,1,kW,0,1,0,0,0,0,"130a Batt Street, Penrith, NSW",3.62,0.58,"2213 Castlereagh Rd, Penrith NSW 2750, Australia",0.82,0.14,23/8/2022
Woolworths Chatswood East,"2 Short St, Chatswood NSW 2067, Australia",-33.7863768,151.1976318,0700 - 2200 7 days.,,3,6,kW,0,6,0,0,0,0,"46 Hercules Street, Chatswood NSW 2067, Australia",1.82,0.39,"445 Willoughby Rd, Willoughby NSW 2068, Australia",3.05,0.51,10/3/2023
McDonald's Dural,"823 Old Northern Rd, Dural NSW 2158, Australia",-33.6958229,151.0315945,Open 24/7,Chargefox,1,2,kW,0,2,0,0,0,0,"41-47 Shepherds Dr, Cherrybrook NSW 2126, Australia",4.68,0.7,"18 Victoria Avenue, Castle Hill NSW 2154, Australia",8.85,1.44,23/8/2022
KFC Frenchs Forest,"20 Frenchs Forest Rd E, Frenchs Forest NSW 2086, Australia",-33.7515351,151.2441705,Open 24/7,,1,1,22 kW,0,1,0,0,0,0,"10 Darley St, Forestville NSW 2087, Australia",3.78,0.55,"87 Winbourne Rd, Brookvale NSW 2100, Australia",3.15,0.12,23/8/2022
Seven Hills Railway Station Carpark,"Boomerang Place, Seven Hills NSW 2147, Australia",-33.7747435,150.9362842,Open 24/7,Chargefox,1,1,7 kW,0,1,0,0,0,0,"13 Brumby St, Seven Hills NSW 2147, Australia, Seven Hills 2147",3.18,0.54,"98-100 Windsor Rd, Northmead NSW 2152, Australia",7.12,1.4,23/8/2022
Waves Fitness & Aquatic Centre,"44 Mileham Ave, Baulkham Hills NSW 2153, Australia",-33.7436354,150.9920498,"Open 24/7
Chargers available 24/7. Amenities are swimming pool opening hours:
https://www.wavesfitnessandaquatic.com.au/Home",Exploren,1,2,7 kW,0,2,0,0,0,0,"375 Windsor Rd, Baulkham Hills NSW 2153, Australia",1.98,0.35,"18 Victoria Avenue, Castle Hill NSW 2154, Australia",3.32,0.63,10/3/2023
Skyline Solar,"317 Windsor Rd, Vineyard NSW 2765, Australia",-33.6303798,150.8439909,Open 24/7,,1,2,kW,1,1,0,0,0,0,"34 Railway Rd S, Mulgrave NSW 2756, Australia",3.35,0.6,"227 Railway Terrace, Schofields NSW 2762, Australia",9.57,1.84,23/8/2022
Granville Place,"35 East St, Granville NSW 2142, Australia",-33.8326228,151.0132631,Open 24/7,,3,3,kW,0,3,0,0,0,0,Church St & Raymond Street Granville NSW 2142 Australia,1.48,0.29,"Darcy St &, Macquarie St, Parramatta NSW 2150, Australia",2.75,0.48,10/3/2023
Cherrybrook Village,"41-47 Shepherds Dr, Cherrybrook NSW 2126, Australia",-33.7209507,151.043454,,"Tesla Destination, Chargefox",1,2,22 kW,0,2,0,0,0,0,"6 - 14 Castle St, Castle Hill, NSW, Australia, NSW 2154",4.75,0.86,200 Pennant Hills Rd Thornleigh NSW 2120,6.65,1.5,23/8/2022
Marsden Park Home IKEA,"1 Hollinsworth Rd, Marsden Park NSW 2765, Australia",-33.7190235,150.8431412,Open 24/7,,4,4,22 kW,0,4,0,0,0,0,"125 Jerralong Dr, Schofields NSW 2762, Austra, Schofields 2762",6.32,1.13,"227 Railway Terrace, Schofields NSW 2762, Australia",6.2,1.12,23/8/2022
Glenferrie Lodge Kirribilli,"12a Carabella, Kirribilli,  Australia, NSW 2061",-33.8501441,151.2182433,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"36 Blue St, North Sydney NSW 2060, Australia",2.4,0.64,"445 Willoughby Rd, Willoughby NSW 2068, Australia",6,1.34,23/8/2022
Pittwater RSL Club,"80-82 Mona Vale Road, Mona Vale NSW 2103, Australia",-33.6779119,151.2931622,Open 24/7,,2,2,kW,0,2,0,0,0,0,"287 Mona Vale Rd, Terry Hills, NSW, Australia, 2084",9.95,2.85,"1 Park St, Mona Vale NSW 2103, Australia",1.25,0.11,23/8/2022
Lindfield Village Green Underground Car Park,"Lindfield Village Green, 10 Tryon Rd, Lindfield NSW 2070, Australia",-33.7750033,151.1700484,Open 24/7,,10,10,kW,0,10,0,0,0,0,"Railway St, Chatswood",2.78,0.53,"405 Pacific Hwy, Artarmon NSW 2064, Australia",5.2,0.98,23/8/2022
Marina Square Shopping Centre Wentworth Point,"5 Footbridge Boulevard, Wentworth Point NSW 2127, Australia",-33.8246907,151.0786191,6am to 10:30pm,Tesla Destination,2,3,22 kW,1,2,0,0,0,0,P1 Parking Station,3.5,0.61,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",3.72,0.66,23/8/2022
Bressington Park Carpark,"Underwood Road opp Dfo Homebush, Homebush NSW 2140, Australia",-33.855129,151.078781,"Open 24/7
Paid parking is 3P 8:30 to 5pm every day via meter.",,1,1,22 kW,0,1,0,0,0,0,Pullman Sydney Olympic Park ,1.65,0.36,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",1.48,0.32,23/8/2022
Jonas Bradley Oval,"158 The Ponds Blvd, The Ponds NSW 2769",-33.7021211,150.9135117,Open 24/7,Chargefox,1,1,kW,0,1,0,0,0,0,"2 Sentry Drive, Stanhope Gardens NSW 2768, Australia",2.85,0.5,"227 Railway Terrace, Schofields NSW 2762, Australia",5.62,0.88,23/8/2022
Parramatta Leagues Club,"1 Eels Place, Parramatta NSW 2150",-33.8064583,151.0017466,9am - 6am,Everty,3,3,kW,0,3,0,0,0,0,"350 Church St, Parramatta NSW 2150, Australia",0.8,0.12,"Darcy St &, Macquarie St, Parramatta NSW 2150, Australia",3,0.59,10/3/2023
Edward Sydney Installation,"13 Brumby St, Seven Hills NSW 2147, Australia, Seven Hills 2147",-33.7692558,150.947431,Open 24/7,Exploren,1,1,22 kW,0,1,0,0,0,0,"Boomerang Place, Seven Hills NSW 2147, Australia",2.1,0.33,"98-100 Windsor Rd, Northmead NSW 2152, Australia",6.7,1.28,10/3/2023
Stockland Cammeray,"450 Miller St, Cammeray NSW 2062, Australia",-33.8236017,151.2097047,,"ChargePoint, Tesla Destination",1,2,22 kW,1,0,1,0,0,0,"10 Falcon St, Crows Nest NSW 2065, Australia",1.15,0.27,9 Eastern Valley Way (or 16 Harden Avenue) Northbridge NSW,2.02,0.65,23/8/2022
Parramatta Nissan,Church St & Raymond Street Granville NSW 2142 Australia,-33.8247653,151.0046269,,ChargePoint,1,1,kW,0,0,1,0,0,0,"17 Wentworth St, Parramatta NSW 2150, Australia",1.05,0.16,"Darcy St &, Macquarie St, Parramatta NSW 2150, Australia",1.65,0.24,23/8/2022
Stockland Merrylands,"1 Pitt St, Merrylands NSW 2160, Australia",-33.8342366,150.9879007,,Tesla Destination,2,2,22 kW,0,2,0,0,0,0,"2 Macquarie St, Parramatta NSW 2150",6.02,1.37,"313 Great Western Highway South Wentworthville NSW 2145, Australia",4.65,0.91,23/8/2022
Castle Towers Shopping Centre,"6 - 14 Castle St, Castle Hill, NSW, Australia, NSW 2154",-33.7307633,151.0056233,Open 24/7,Tesla Destination,3,3,22 kW,0,3,0,0,0,0,"44 Mileham Ave, Baulkham Hills NSW 2153, Australia",2.78,0.36,"18 Victoria Avenue, Castle Hill NSW 2154, Australia",3.78,0.64,10/3/2023
St Ives Shopping Village,"Shop 135/166 Mona Vale Rd, St. Ives NSW 2075, Australia",-33.7299301,151.1586855,"Car park closes at 8pm every day but Thursday. Must call security to exit. You
must wait 1.5 hours after exit for return.",Chargefox,2,2,kW,0,2,0,0,0,0,"287 Mona Vale Rd, Terry Hills, NSW, Australia, 2084",8.68,1.81,"4-6 Niangala Close, Belrose NSW 2085, Australia",7.02,1.37,23/8/2022
SolarBee,"21 Station St, Thornleigh NSW 2120, Australia, Thornleigh 2120",-33.7325047,151.0813223,,Exploren,1,1,22 kW,0,1,0,0,0,0,"4-10 Hillcrest Rd, Pennant Hills NSW 2120, Australia",1.48,0.28,200 Pennant Hills Rd Thornleigh NSW 2120,1.02,0.27,10/3/2023
Penrith Solar Centre,"130a Batt Street, Penrith, NSW",-33.7672071,150.6793309,"The car park is open between: Monday to Friday 7am - 5:30pm Saturday to Sunday
9am - 5pm PLEASE NOTE THE CARPARK IS LOCKED OUTSIDE OF THESE HOURS AND THE
GATE SHUTS PROMPTLY.",,4,4,kW,0,4,0,0,0,0,"2227 Wolseley Street, Jamisontownâ€Ž NSWâ€Ž 2750, Australia",1.02,0.19,"221 Wolseley St, Jamisontown NSW 2750, Australia",1.08,0.19,10/3/2023
Caddens Corner,"82a O'Connell St, Kingswood NSW 2747, Australia",-33.7693404,150.7347031,Open 24/7,Evie Networks,1,2,22.016 - 50 kW,0,2,0,0,0,0,"130a Batt Street, Penrith, NSW",6.38,1,"Second Avenue, Kingswood NSW 2747, Australia",0.95,0.24,1/1/2020
Harbord Diggers,"88 Evans St, Freshwater NSW 2096, Australia",-33.7791739,151.2921393,,,5,5,kW,0,5,0,0,0,0,"485 Pittwater Rd, Brookvale NSW 2100, Australia",3.58,0.63,"87 Winbourne Rd, Brookvale NSW 2100, Australia",3.42,0.61,1/1/2020
Rhodes Central,"G16/14 Walker St, Rhodes NSW 2138, Australia",-33.8307301,151.086393,Centre hours are 7am - 10pm Woolworths open til 11pm Mon - Sat,,1,2,kW,0,2,0,0,0,0,"Level3, 1 Rider Blvd, Rhodes NSW 2138, Australia",0.68,0.22,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",4.28,0.84,10/3/2023
Novotel Sydney Parramatta,"350 Church St, Parramatta NSW 2150, Australia",-33.8103877,151.0057028,,,4,4,kW,0,4,0,0,0,0,"1 Eels Place, Parramatta NSW 2150",0.8,0.18,"Darcy St &, Macquarie St, Parramatta NSW 2150, Australia",2.62,0.55,10/3/2023
Birdsong Killcare AirBnB,"36 Maitland Bay Drive, Killcare Heights, NSW 2257",-33.5181703,151.3801986,Open 24/7,,1,1,kW,1,0,0,0,0,0,"107 The Scenic Rd, Killcare Heights NSW 2257, Australia",1.62,0.27,"481 Pacific Hwy, Wyoming NSW 2250, Australia",22.75,4.33,10/3/2023
Springwood Sports Club,"83 MMacquarie Rd, Springwood NSW 2777, Australia",-33.6984501,150.5696661,9am - 3am,Exploren,2,2,22 kW,0,2,0,0,0,0,"2227 Wolseley Street, Jamisontownâ€Ž NSWâ€Ž 2750, Australia",18.05,2.38,25-34 Hope St Blaxland NSW 2774,8.5,1.1,10/3/2023
Schofield Gardens Lotus,"125 Jerralong Dr, Schofields NSW 2762, Austra, Schofields 2762",-33.7039335,150.8818723,,Exploren,3,3,22 kW,0,3,0,0,0,0,"26 Sutherland Ave, Kings Langley NSW 2147, Au, Kings Langley 2147",0.35,0.13,"227 Railway Terrace, Schofields NSW 2762, Australia",1.05,0.17,10/3/2023
Delta Electronics Australia,"Unit 18/39 Herbert Street, St Leonards, NSW 2065, Australia",-33.8161995,151.1923959,Open 24/7,,1,1,7.4 kW,0,1,0,0,0,0,"44 Hume St, Crows Nest NSW 2065, Ãšc",2.05,0.44,"445 Willoughby Rd, Willoughby NSW 2068, Australia",2.2,0.37,10/3/2023
Ridge St Carpark,"1 James Place, North Sydney NSW 2060, Australia",-33.833291,151.2073294,"Open 24/7
Monday to Friday first hour is $8.20, thereafter $6.20 per half hour. Early
bird flat rate of $25 also available North Sydney Council residents can get
90min free parking Mon-Fri with a $19 annual pass
https://www.northsydney.nsw.gov.au/Transport_Parking/Parking/Ridge_St_North_Sydney",,2,2,kW,0,2,0,0,0,0,"36 Blue St, North Sydney NSW 2060, Australia",1.08,0.08,"445 Willoughby Rd, Willoughby NSW 2068, Australia",3.75,0.57,10/3/2023
Alpha Hotel Eastern Creek,"1 Peter Brock Dr, Eastern Creek, Australia, NSW 2766",-33.8019653,150.8709764,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"181 Rooty Hill Rd S, Eastern
 Creek NSW 2766, Australia",9.28,2.92,"1 Wallgrove Rd, Eastern Creek NSW 2766, Australia",8.88,1.92,10/3/2023
Sydney Motorsport Park,"1 Ferrers Rd, Eastern Creek, NSW, Australia, NT 2766",-33.8037915,150.867696,,Tesla Destination,2,2,22 kW,2,0,0,0,0,0,"1 Peter Brock Dr, Eastern Creek, Australia, NSW 2766",2.52,0.46,"1 Wallgrove Rd, Eastern Creek NSW 2766, Australia",8.55,1.53,10/3/2023
Rhodes Waterside,"Level3, 1 Rider Blvd, Rhodes NSW 2138, Australia",-33.8350458,151.085331,,"Tesla Destination, Chargefox",6,8,22 kW,4,4,0,0,0,0,"G16/14 Walker St, Rhodes NSW 2138, Australia",0.68,0.14,"9 Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia",3.68,0.61,23/8/2022
Macquarie University,"Macquarie University, Link Road, Macquarie Park NSW 2109, Australia",-33.7746251,151.1082085,Open 24/7,,3,6,22 kW,0,6,0,0,0,0,"22 Giffnock Ave, Macquarie Park NSW 2113, Aus, Macquarie Park 2113",2.38,0.44,"394 Lane Cove Rd, Macquarie Park NSW 2113, Australia",2.8,0.51,10/3/2023
Eastern Creek Quarter XL,"181 Rooty Hill Rd S, Eastern
 Creek NSW 2766, Australia",-33.7868757,150.8541175,6:30am to 10pm,,2,4,11 kW,0,4,0,0,0,0,"159 Rooty Hill Rd S, Eastern Creek NSW 2766",0.95,0.17,"1 Wallgrove Rd, Eastern Creek NSW 2766, Australia",2.85,0.5,10/3/2023
Eastern Creek Quarter,"159 Rooty Hill Rd S, Eastern Creek NSW 2766",-33.7839196,150.8525994,Open 24/7,Chargefox,4,4,kW,0,4,0,0,0,0,"181 Rooty Hill Rd S, Eastern
 Creek NSW 2766, Australia",0.65,0.12,"1 Wallgrove Rd, Eastern Creek NSW 2766, Australia",3.52,0.62,23/8/2022
Greenwood Plaza,"36 Blue St, North Sydney NSW 2060, Australia",-33.8406541,151.2075475,"Monday - Wednesday: 6.00am - 1.00am Thursday - Saturday: 7.00am - 3.00am
Sunday: 7.00am - 12midnight Public Holidays: 10:00am - 12:00am","Tesla Destination, Chargefox",4,6,22 kW,2,4,0,0,0,0,"1 James Place, North Sydney NSW 2060, Australia",1.27,0.4,"445 Willoughby Rd, Willoughby NSW 2068, Australia",4.25,0.82,10/3/2023
Grove Square Baulkham Hills Mall (ex Stockland),"375 Windsor Rd, Baulkham Hills NSW 2153, Australia",-33.7590552,150.9915552,Available during shopping centre business hours,"ChargePoint, Tesla Destination",1,2,6.6kW,0,0,2,0,0,0,"28 Willow Dr, Baulkham Hills NSW 2153, Australia",4.72,1.36,"98-100 Windsor Rd, Northmead NSW 2152, Australia",3.68,0.46,23/8/2022
Parramatta Station Car Park,"17 Wentworth St, Parramatta NSW 2150, Australia",-33.8191391,151.004475,Open 24/7,Exploren,3,6,22 kW,0,6,0,0,0,0,"59-175 Church St, Parramatta NSW 2150",1.1,0.24,"Darcy St &, Macquarie St, Parramatta NSW 2150, Australia",1.27,0.21,10/3/2023
The Mix Chatswood Car Park,"46 Hercules Street, Chatswood NSW 2067, Australia",-33.7957097,151.1888199,,,1,1,11 kW,0,1,0,0,0,0,"370 Anderson St, Chatswood NSW 2067, Australia",0.57,0.13,"445 Willoughby Rd, Willoughby NSW 2068, Australia",2.48,0.3,10/3/2023
Nicholson St Carpark,"19 Nicholson St, Wollstonecraft NSW 2065, Úc",-33.8269234,151.1991115,"Open 24/7
FREE 2 hours parking (one period per day only), then third hour is $4.00,
thereafter $4.00 per half hour",,1,2,kW,0,1,1,0,0,0,,,,,,,23/8/2022
Stanhope Village - Sentry Drive lamp-post,"2 Sentry Drive, Stanhope Gardens NSW 2768, Australia",-33.7186167,150.9200078,Open 24/7,Chargefox,1,2,kW,0,2,0,0,0,0,"2 Sentry Dr, Stanhope Gardens NSW 2768, Australia",0.57,0.15,"227 Railway Terrace, Schofields NSW 2762, Australia",5.52,0.88,10/3/2023
